design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/openlane/designs/riscv_soc,top,RUN_2026.08.21_17.53.00,flow completed,0h44m11s0ms,0h33m21s0ms,90559.86644695062,0.6209625512999999,31695.953256432716,35.86,-1,2215.55,19130,0,0,0,0,0,0,0,51,47,0,-1,-1,918888,148359,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,661545107.0,0.0,40.88,44.22,9.99,19.16,0.49,11765,18005,508,6388,0,0,0,15609,339,9,277,184,3367,337,122,2991,3947,4315,21,31116,8407,141,11617,19682,70963,593808.2592000001,-1,-1,-1,0.021,0.0156,1.43e-07,-1,-1,-1,6.94,20.0,50.0,20.0,1.0,35,153.18,153.6,0.3,1,10,0.45,0,sky130_fd_sc_hd,AREA 0
